,Player,Pos,Year,Tm
3,CJ Spiller,RB,2011,BUF
4,Steve Johnson,WR,2011,BUF
5,Donald Jones,WR,2011,BUF
6,David Nelson,TE,2011,BUF
1,Cam Newton,QB,2011,CAR
2,DeAngelo Williams,RB,2011,CAR
3,Legedu Naanee,WR,2011,CAR
4,Steve Smith ,WR,2011,CAR
5,Greg Olsen,TE,2011,CAR
6,Jeremy Shockey,TE,2011,CAR
1,Jay Cutler,QB,2011,CHI
2,Matt Forte,RB,2011,CHI
3,Tyler Clutts,FB,2011,CHI
4,Johnny Knox,WR,2011,CHI
5,Roy Williams,WR,2011,CHI
6,Kellen Davis,TE,2011,CHI
1,Andy Dalton,QB,2011,CIN
2,Cedric Benson,RB,2011,CIN
3,Chris Pressley,FB,2011,CIN
4,AJ Green,WR,2011,CIN
5,Jerome Simpson,WR,2011,CIN
6,Jermaine Gresham,TE,2011,CIN
1,Colt McCoy,QB,2011,CLE
2,Peyton Hillis,RB,2011,CLE
3,Greg Little,WR,2011,CLE
4,Mohamed Massaquoi,WR,2011,CLE
5,Evan Moore,TE,2011,CLE
6,Ben Watson,TE,2011,CLE
1,Tony Romo,QB,2011,DAL
2,Felix Jones,RB,2011,DAL
3,DeMarco Murray,RB,2011,DAL
4,Miles Austin,WR,2011,DAL
5,Dez Bryant,WR,2011,DAL
6,Jason Witten,TE,2011,DAL
1,Tim Tebow,QB,2011,DEN
2,Willis McGahee,RB,2011,DEN
3,Spencer Larsen,FB,2011,DEN
4,Eric Decker,WR,2011,DEN
5,Eddie Royal,WR,2011,DEN
6,Daniel Fells,TE,2011,DEN
1,Matthew Stafford,QB,2011,DET
2,Jahvid Best,RB,2011,DET
3,Nate Burleson,WR,2011,DET
4,Calvin Johnson,WR,2011,DET
5,Titus Young,WR,2011,DET
6,Brandon Pettigrew,TE,2011,DET
1,Aaron Rodgers,QB,2011,GNB
2,Ryan Grant,RB,2011,GNB
3,Donald Driver,WR,2011,GNB
4,Greg Jennings,WR,2011,GNB
5,Jordy Nelson,WR,2011,GNB
6,Jermichael Finley,TE,2011,GNB
1,Curtis Painter,QB,2011,IND
2,Joseph Addai,RB,2011,IND
3,Pierre Garcon,WR,2011,IND
4,Reggie Wayne,WR,2011,IND
5,Dallas Clark,TE,2011,IND
6,Brody Eldridge,TE,2011,IND
1,Blaine Gabbert,QB,2011,JAX
2,Maurice JonesDrew,RB,2011,JAX
3,Greg Jones,FB,2011,JAX
4,Jason Hill,WR,2011,JAX
5,Mike Thomas,WR,2011,JAX
6,Marcedes Lewis,TE,2011,JAX
1,Matt Cassel,QB,2011,KAN
2,Thomas Jones,RB,2011,KAN
3,LeRon McClain,FB,2011,KAN
4,Dwayne Bowe,WR,2011,KAN
5,Steve Breaston,WR,2011,KAN
6,Leonard Pope,TE,2011,KAN
1,Carson Palmer,QB,2011,LVR
2,Michael Bush,RB,2011,LVR
3,Darrius HeywardBey,WR,2011,LVR
4,Denarius Moore,WR,2011,LVR
5,Kevin Boss,TE,2011,LVR
6,Brandon Myers,TE,2011,LVR
1,Philip Rivers,QB,2011,LAC
2,Ryan Mathews,RB,2011,LAC
3,Malcom Floyd,WR,2011,LAC
4,Vincent Jackson,WR,2011,LAC
5,Antonio Gates,TE,2011,LAC
6,Randy McMichael,TE,2011,LAC
1,Sam Bradford,QB,2011,LAR
2,Steven Jackson,RB,2011,LAR
3,Lance Kendricks,FB,2011,LAR
4,Brandon Gibson,WR,2011,LAR
5,Brandon Lloyd,WR,2011,LAR
6,Billy Bajema,TE,2011,LAR
1,Matt Moore,QB,2011,MIA
2,Reggie Bush,RB,2011,MIA
3,Charles Clay,FB,2011,MIA
4,Brian Hartline,WR,2011,MIA
5,Brandon Marshall,WR,2011,MIA
6,Anthony Fasano,TE,2011,MIA
1,Christian Ponder,QB,2011,MIN
2,Adrian Peterson,RB,2011,MIN
3,Percy Harvin,WR,2011,MIN
4,Michael Jenkins,WR,2011,MIN
5,Jim Kleinsasser,TE,2011,MIN
6,Visanthe Shiancoe,TE,2011,MIN
1,Tom Brady,QB,2011,NWE
2,BenJarvus GreenEllis,RB,2011,NWE
3,Deion Branch,WR,2011,NWE
4,Wes Welker,WR,2011,NWE
5,Rob Gronkowski,TE,2011,NWE
6,Aaron Hernandez,TE,2011,NWE
1,Drew Brees,QB,2011,NOR
2,Pierre Thomas,RB,2011,NOR
3,Jed Collins,FB,2011,NOR
4,Devery Henderson,WR,2011,NOR
5,Robert Meachem,WR,2011,NOR
6,Jimmy Graham,TE,2011,NOR
1,Eli Manning,QB,2011,NYG
2,Ahmad Bradshaw,RB,2011,NYG
3,Mario Manningham,WR,2011,NYG
4,Hakeem Nicks,WR,2011,NYG
5,Jake Ballard,TE,2011,NYG
6,Bear Pascoe,TE,2011,NYG
1,Mark Sanchez,QB,2011,NYJ
2,Shonn Greene,RB,2011,NYJ
3,Plaxico Burress,WR,2011,NYJ
4,Santonio Holmes,WR,2011,NYJ
5,Dustin Keller,TE,2011,NYJ
6,Matthew Mulligan,TE,2011,NYJ
1,Michael Vick,QB,2011,PHI
2,LeSean McCoy,RB,2011,PHI
3,Jason Avant,WR,2011,PHI
4,DeSean Jackson,WR,2011,PHI
5,Jeremy Maclin,WR,2011,PHI
6,Brent Celek,TE,2011,PHI
1,Ben Roethlisberger,QB,2011,PIT
2,Rashard Mendenhall,RB,2011,PIT
3,Mike Wallace,WR,2011,PIT
4,Hines Ward,WR,2011,PIT
5,David Johnson,TE,2011,PIT
6,Heath Miller,TE,2011,PIT
1,Alex Smith,QB,2011,SFO
2,Frank Gore,RB,2011,SFO
3,Bruce Miller,FB,2011,SFO
4,Michael Crabtree,WR,2011,SFO
5,Josh Morgan,WR,2011,SFO
6,Vernon Davis,TE,2011,SFO
1,Tarvaris Jackson,QB,2011,SEA
2,Marshawn Lynch,RB,2011,SEA
3,Sidney Rice,WR,2011,SEA
4,Mike Williams,WR,2011,SEA
5,Anthony McCoy,TE,2011,SEA
6,Zach Miller,TE,2011,SEA
1,Josh Freeman,QB,2011,TAM
2,LeGarrette Blount,RB,2011,TAM
3,Luke Stocker,FB,2011,TAM
4,Arrelious Benn,WR,2011,TAM
5,Mike Williams,WR,2011,TAM
6,Kellen Winslow,TE,2011,TAM
1,Matt Hasselbeck,QB,2011,TEN
2,Chris Johnson,RB,2011,TEN
3,Ahmard Hall,FB,2011,TEN
4,Nate Washington,WR,2011,TEN
5,Damian Williams,WR,2011,TEN
6,Craig Stevens,TE,2011,TEN
1,Rex Grossman,QB,2011,WAS
2,Roy Helu,RB,2011,WAS
3,Darrel Young,FB,2011,WAS
4,Jabar Gaffney,WR,2011,WAS
5,Santana Moss,WR,2011,WAS
6,Fred Davis,TE,2011,WAS
1,John Skelton,QB,2012,ARI
2,Beanie Wells,RB,2012,ARI
3,Larry Fitzgerald,WR,2012,ARI
4,Andre Roberts,WR,2012,ARI
5,Rob Housler,TE,2012,ARI
6,Jeff King,TE,2012,ARI
1,Matt Ryan,QB,2012,ATL
2,Michael Turner,RB,2012,ATL
3,Mike Cox,FB,2012,ATL
4,Julio Jones,WR,2012,ATL
5,Roddy White,WR,2012,ATL
6,Tony Gonzalez,TE,2012,ATL
1,Joe Flacco,QB,2012,BAL
2,Ray Rice,RB,2012,BAL
3,Vonta Leach,FB,2012,BAL
4,Anquan Boldin,WR,2012,BAL
5,Torrey Smith,WR,2012,BAL
6,Ed Dickson,TE,2012,BAL
1,Ryan Fitzpatrick,QB,2012,BUF
2,CJ Spiller,RB,2012,BUF
3,Steve Johnson,WR,2012,BUF
4,Donald Jones,WR,2012,BUF
5,Scott Chandler,TE,2012,BUF
6,TJ Graham,TE,2012,BUF
1,Cam Newton,QB,2012,CAR
2,DeAngelo Williams,RB,2012,CAR
3,Brandon LaFell,WR,2012,CAR
4,Steve Smith ,WR,2012,CAR
5,Gary Barnidge,TE,2012,CAR
6,Greg Olsen,TE,2012,CAR
1,Jay Cutler,QB,2012,CHI
2,Matt Forte,RB,2012,CHI
3,Alshon Jeffery,WR,2012,CHI
4,Brandon Marshall,WR,2012,CHI
5,Kellen Davis,TE,2012,CHI
6,Matt Spaeth,TE,2012,CHI
1,Andy Dalton,QB,2012,CIN
2,BenJarvus GreenEllis,RB,2012,CIN
3,Chris Pressley,FB,2012,CIN
4,Armon Binns,WR,2012,CIN
5,AJ Green,WR,2012,CIN
6,Jermaine Gresham,TE,2012,CIN
1,Brandon Weeden,QB,2012,CLE
2,Trent Richardson,RB,2012,CLE
3,Josh Gordon,WR,2012,CLE
4,Greg Little,WR,2012,CLE
5,Jordan Cameron,TE,2012,CLE
6,Ben Watson,TE,2012,CLE
1,Tony Romo,QB,2012,DAL
2,DeMarco Murray,RB,2012,DAL
3,Miles Austin,WR,2012,DAL
4,Dez Bryant,WR,2012,DAL
5,John Phillips,TE,2012,DAL
6,Jason Witten,TE,2012,DAL
1,Peyton Manning,QB,2012,DEN
2,Willis McGahee,RB,2012,DEN
3,Eric Decker,WR,2012,DEN
4,Demaryius Thomas,WR,2012,DEN
5,Joel Dreessen,TE,2012,DEN
6,Jacob Tamme,TE,2012,DEN
1,Matthew Stafford,QB,2012,DET
2,Mikel Leshoure,RB,2012,DET
3,Calvin Johnson,WR,2012,DET
4,Titus Young,WR,2012,DET
5,Will Heller,TE,2012,DET
6,Brandon Pettigrew,TE,2012,DET
1,Aaron Rodgers,QB,2012,GNB
2,Cedric Benson,RB,2012,GNB
3,Randall Cobb,WR,2012,GNB
4,James Jones,WR,2012,GNB
5,Jordy Nelson,WR,2012,GNB
6,Jermichael Finley,TE,2012,GNB
1,Andrew Luck,QB,2012,IND
2,Vick Ballard,RB,2012,IND
3,Donnie Avery,WR,2012,IND
4,Reggie Wayne,WR,2012,IND
5,Dwayne Allen,TE,2012,IND
6,Coby Fleener,TE,2012,IND
1,Blaine Gabbert,QB,2012,JAX
2,Rashad Jennings,RB,2012,JAX
3,Justin Blackmon,WR,2012,JAX
4,Cecil Shorts,WR,2012,JAX
5,Marcedes Lewis,TE,2012,JAX
6,Zach Potter,TE,2012,JAX
1,Matt Cassel,QB,2012,KAN
2,Jamaal Charles,RB,2012,KAN
3,Jonathan Baldwin,WR,2012,KAN
4,Dwayne Bowe,WR,2012,KAN
5,Steve Maneri,TE,2012,KAN
6,Tony Moeaki,TE,2012,KAN
1,Carson Palmer,QB,2012,LVR
2,Darren McFadden,RB,2012,LVR
3,Marcel Reece,RB,2012,LVR
4,Darrius HeywardBey,WR,2012,LVR
5,Denarius Moore,WR,2012,LVR
6,Brandon Myers,TE,2012,LVR
1,Philip Rivers,QB,2012,LAC
2,Ryan Mathews,RB,2012,LAC
3,LeRon McClain,FB,2012,LAC
4,Malcom Floyd,WR,2012,LAC
5,Antonio Gates,TE,2012,LAC
6,Randy McMichael,TE,2012,LAC
1,Sam Bradford,QB,2012,LAR
2,Steven Jackson,RB,2012,LAR
3,Danny Amendola,WR,2012,LAR
4,Brandon Gibson,WR,2012,LAR
5,Chris Givens,WR,2012,LAR
6,Lance Kendricks,TE,2012,LAR
1,Ryan Tannehill,QB,2012,MIA
2,Reggie Bush,RB,2012,MIA
3,Charles Clay,FB,2012,MIA
4,Davone Bess,WR,2012,MIA
5,Brian Hartline,WR,2012,MIA
6,Anthony Fasano,TE,2012,MIA
1,Christian Ponder,QB,2012,MIN
2,Adrian Peterson,RB,2012,MIN
3,Jerome Felton,FB,2012,MIN
4,Percy Harvin,WR,2012,MIN
5,Jerome Simpson,WR,2012,MIN
6,Kyle Rudolph,TE,2012,MIN
1,Tom Brady,QB,2012,NWE
2,Stevan Ridley,RB,2012,NWE
3,Brandon Lloyd,WR,2012,NWE
4,Wes Welker,WR,2012,NWE
5,Rob Gronkowski,TE,2012,NWE
6,Aaron Hernandez,TE,2012,NWE
1,Drew Brees,QB,2012,NOR
2,Darren Sproles,RB,2012,NOR
3,Marques Colston,WR,2012,NOR
4,Devery Henderson,WR,2012,NOR
5,Lance Moore,WR,2012,NOR
6,Jimmy Graham,TE,2012,NOR
1,Eli Manning,QB,2012,NYG
2,Ahmad Bradshaw,RB,2012,NYG
3,Henry Hynoski,FB,2012,NYG
4,Victor Cruz,WR,2012,NYG
5,Hakeem Nicks,WR,2012,NYG
6,Martellus Bennett,TE,2012,NYG
1,Mark Sanchez,QB,2012,NYJ
2,Shonn Greene,RB,2012,NYJ
3,Lex Hilliard,FB,2012,NYJ
4,Stephen Hill,WR,2012,NYJ
5,Jeremy Kerley,WR,2012,NYJ
6,Jeff Cumberland,TE,2012,NYJ
1,Michael Vick,QB,2012,PHI
2,LeSean McCoy,RB,2012,PHI
3,DeSean Jackson,WR,2012,PHI
4,Jeremy Maclin,WR,2012,PHI
5,Brent Celek,TE,2012,PHI
6,Clay Harbor,TE,2012,PHI
1,Ben Roethlisberger,QB,2012,PIT
2,Jonathan Dwyer,RB,2012,PIT
3,Will Johnson,RB,2012,PIT
4,Antonio Brown,WR,2012,PIT
5,Mike Wallace,WR,2012,PIT
6,Heath Miller,TE,2012,PIT
1,Alex Smith,QB,2012,SFO
2,Frank Gore,RB,2012,SFO
3,Bruce Miller,FB,2012,SFO
4,Michael Crabtree,WR,2012,SFO
5,Mario Manningham,WR,2012,SFO
6,Vernon Davis,TE,2012,SFO
1,Russell Wilson,QB,2012,SEA
2,Marshawn Lynch,RB,2012,SEA
3,Michael Robinson,FB,2012,SEA
4,Sidney Rice,WR,2012,SEA
5,Golden Tate,WR,2012,SEA
6,Zach Miller,TE,2012,SEA
1,Josh Freeman,QB,2012,TAM
2,Doug Martin,RB,2012,TAM
3,Vincent Jackson,WR,2012,TAM
4,Mike Williams,WR,2012,TAM
5,Dallas Clark,TE,2012,TAM
6,Luke Stocker,TE,2012,TAM
1,Jake Locker,QB,2012,TEN
2,Chris Johnson,RB,2012,TEN
3,Quinn Johnson,FB,2012,TEN
4,Kenny Britt,WR,2012,TEN
5,Nate Washington,WR,2012,TEN
6,Craig Stevens,TE,2012,TEN
1,Robert Griffin III,QB,2012,WAS
2,Alfred Morris,RB,2012,WAS
3,Darrel Young,FB,2012,WAS
4,Pierre Garcon,WR,2012,WAS
5,Josh Morgan,WR,2012,WAS
6,Logan Paulsen,TE,2012,WAS
1,Carson Palmer,QB,2013,ARI
2,Rashard Mendenhall,RB,2013,ARI
3,Larry Fitzgerald,WR,2013,ARI
4,Michael Floyd,WR,2013,ARI
5,Jim Dray,TE,2013,ARI
6,Rob Housler,TE,2013,ARI
1,Matt Ryan,QB,2013,ATL
2,Patrick DiMarco,RB,2013,ATL
3,Steven Jackson,RB,2013,ATL
4,Harry Douglas,WR,2013,ATL
5,Roddy White,WR,2013,ATL
6,Tony Gonzalez,TE,2013,ATL
1,Joe Flacco,QB,2013,BAL
2,Ray Rice,RB,2013,BAL
3,Marlon Brown,WR,2013,BAL
4,Jacoby Jones,WR,2013,BAL
5,Torrey Smith,WR,2013,BAL
6,Ed Dickson,TE,2013,BAL
1,EJ Manuel,QB,2013,BUF
2,CJ Spiller,RB,2013,BUF
3,Steve Johnson,WR,2013,BUF
4,Robert Woods,WR,2013,BUF
5,Scott Chandler,TE,2013,BUF
6,Lee Smith,TE,2013,BUF
1,Cam Newton,QB,2013,CAR
2,Mike Tolbert,RB,2013,CAR
3,DeAngelo Williams,RB,2013,CAR
4,Brandon LaFell,WR,2013,CAR
5,Steve Smith ,WR,2013,CAR
6,Greg Olsen,TE,2013,CAR
1,Jay Cutler,QB,2013,CHI
2,Matt Forte,RB,2013,CHI
3,Tony Fiammetta,FB,2013,CHI
4,Alshon Jeffery,WR,2013,CHI
5,Brandon Marshall,WR,2013,CHI
6,Martellus Bennett,TE,2013,CHI
1,Andy Dalton,QB,2013,CIN
2,BenJarvus GreenEllis,RB,2013,CIN
3,AJ Green,WR,2013,CIN
4,Mohamed Sanu,WR,2013,CIN
5,Tyler Eifert,TE,2013,CIN
6,Jermaine Gresham,TE,2013,CIN
1,Jason Campbell,QB,2013,CLE
2,Chris Ogbonnaya,RB,2013,CLE
3,Josh Gordon,WR,2013,CLE
4,Greg Little,WR,2013,CLE
5,Gary Barnidge,TE,2013,CLE
6,Jordan Cameron,TE,2013,CLE
1,Tony Romo,QB,2013,DAL
2,DeMarco Murray,RB,2013,DAL
3,Miles Austin,WR,2013,DAL
4,Dez Bryant,WR,2013,DAL
5,James Hanna,TE,2013,DAL
6,Jason Witten,TE,2013,DAL
1,Peyton Manning,QB,2013,DEN
2,Knowshon Moreno,RB,2013,DEN
3,Eric Decker,WR,2013,DEN
4,Demaryius Thomas,WR,2013,DEN
5,Wes Welker,WR,2013,DEN
6,Julius Thomas,TE,2013,DEN
1,Matthew Stafford,QB,2013,DET
2,Reggie Bush,RB,2013,DET
3,Nate Burleson,WR,2013,DET
4,Kris Durham,WR,2013,DET
5,Calvin Johnson,WR,2013,DET
6,Brandon Pettigrew,TE,2013,DET
1,Aaron Rodgers,QB,2013,GNB
2,Eddie Lacy,RB,2013,GNB
3,Jarrett Boykin,WR,2013,GNB
4,James Jones,WR,2013,GNB
5,Jordy Nelson,WR,2013,GNB
6,Andrew Quarless,TE,2013,GNB
1,Andrew Luck,QB,2013,IND
2,Stanley Havili,RB,2013,IND
3,Trent Richardson,RB,2013,IND
4,Darrius HeywardBey,WR,2013,IND
5,TY Hilton,WR,2013,IND
6,Coby Fleener,TE,2013,IND
1,Chad Henne,QB,2013,JAX
2,Maurice JonesDrew,RB,2013,JAX
3,Will Taufoou,RB,2013,JAX
4,Mike Brown,WR,2013,JAX
5,Cecil Shorts,WR,2013,JAX
6,Marcedes Lewis,TE,2013,JAX
1,Alex Smith,QB,2013,KAN
2,Jamaal Charles,RB,2013,KAN
3,Anthony Sherman,RB,2013,KAN
4,Donnie Avery,WR,2013,KAN
5,Dwayne Bowe,WR,2013,KAN
6,Anthony Fasano,TE,2013,KAN
1,Terrelle Pryor,QB,2013,LVR
2,Rashad Jennings,RB,2013,LVR
3,Marcel Reece,RB,2013,LVR
4,Denarius Moore,WR,2013,LVR
5,Rod Streater,WR,2013,LVR
6,Jeron Mastrud,TE,2013,LVR
1,Philip Rivers,QB,2013,LAC
2,Ryan Mathews,RB,2013,LAC
3,Keenan Allen,WR,2013,LAC
4,Vincent Brown,WR,2013,LAC
5,Ladarius Green,WR,2013,LAC
6,Antonio Gates,TE,2013,LAC
1,Kellen Clemens,QB,2013,LAR
2,Cory Harkey,RB,2013,LAR
3,Zac Stacy,RB,2013,LAR
4,Chris Givens,WR,2013,LAR
5,Lance Kendricks,WR,2013,LAR
6,Jared Cook,TE,2013,LAR
1,Ryan Tannehill,QB,2013,MIA
2,Lamar Miller,RB,2013,MIA
3,Brian Hartline,WR,2013,MIA
4,Mike Wallace,WR,2013,MIA
5,Charles Clay,TE,2013,MIA
6,Rishard Matthews,TE,2013,MIA
1,Christian Ponder,QB,2013,MIN
2,Jerome Felton,RB,2013,MIN
3,Adrian Peterson,RB,2013,MIN
4,Greg Jennings,WR,2013,MIN
5,Jerome Simpson,WR,2013,MIN
6,Kyle Rudolph,TE,2013,MIN
1,Tom Brady,QB,2013,NWE
2,LeGarrette Blount,RB,2013,NWE
3,Aaron Dobson,WR,2013,NWE
4,Julian Edelman,WR,2013,NWE
5,Rob Gronkowski,TE,2013,NWE
6,Michael Hoomanawanui,TE,2013,NWE
1,Drew Brees,QB,2013,NOR
2,Jed Collins,RB,2013,NOR
3,Pierre Thomas,RB,2013,NOR
4,Marques Colston,WR,2013,NOR
5,Kenny Stills,WR,2013,NOR
6,Jimmy Graham,TE,2013,NOR
1,Eli Manning,QB,2013,NYG
2,Andre Brown,RB,2013,NYG
3,John Conner,RB,2013,NYG
4,Victor Cruz,WR,2013,NYG
5,Hakeem Nicks,WR,2013,NYG
6,Brandon Myers,TE,2013,NYG
1,Geno Smith,QB,2013,NYJ
2,Bilal Powell,RB,2013,NYJ
3,Stephen Hill,WR,2013,NYJ
4,Santonio Holmes,WR,2013,NYJ
5,Jeremy Kerley,WR,2013,NYJ
6,Jeff Cumberland,TE,2013,NYJ
1,Nick Foles ,QB,2013,PHI
2,LeSean McCoy,RB,2013,PHI
3,Jason Avant,WR,2013,PHI
4,Riley Cooper,WR,2013,PHI
5,DeSean Jackson,WR,2013,PHI
6,Brent Celek,TE,2013,PHI
1,Ben Roethlisberger,QB,2013,PIT
2,LeVeon Bell,RB,2013,PIT
3,Antonio Brown,WR,2013,PIT
4,Jerricho Cotchery,WR,2013,PIT
5,Emmanuel Sanders,WR,2013,PIT
6,Heath Miller,TE,2013,PIT
1,Colin Kaepernick,QB,2013,SFO
2,Frank Gore,RB,2013,SFO
3,Bruce Miller,RB,2013,SFO
4,Anquan Boldin,WR,2013,SFO
5,Michael Crabtree,WR,2013,SFO
6,Vernon Davis,TE,2013,SFO
1,Russell Wilson,QB,2013,SEA
2,Marshawn Lynch,RB,2013,SEA
3,Doug Baldwin,WR,2013,SEA
4,Golden Tate,WR,2013,SEA
5,Zach Miller,TE,2013,SEA
6,Luke Willson,TE,2013,SEA
1,Mike Glennon,QB,2013,TAM
2,Erik Lorig,RB,2013,TAM
3,Doug Martin,RB,2013,TAM
4,Vincent Jackson,WR,2013,TAM
5,Tiquan Underwood,WR,2013,TAM
6,Tim Wright,TE,2013,TAM
1,Ryan Fitzpatrick,QB,2013,TEN
2,Chris Johnson,RB,2013,TEN
3,Nate Washington,WR,2013,TEN
4,Kendall Wright,WR,2013,TEN
5,Craig Stevens,TE,2013,TEN
6,Delanie Walker,TE,2013,TEN
1,Robert Griffin III,QB,2013,WAS
2,Alfred Morris,RB,2013,WAS
3,Darrel Young,RB,2013,WAS
4,Pierre Garcon,WR,2013,WAS
5,Leonard Hankerson,WR,2013,WAS
6,Logan Paulsen,TE,2013,WAS
1,Drew Stanton,QB,2014,ARI
2,John Carlson,RB,2014,ARI
3,Andre Ellington,RB,2014,ARI
4,Larry Fitzgerald,WR,2014,ARI
5,Michael Floyd,WR,2014,ARI
6,Rob Housler,TE,2014,ARI
1,Matt Ryan,QB,2014,ATL
2,Patrick DiMarco,RB,2014,ATL
3,Steven Jackson,RB,2014,ATL
4,Julio Jones,WR,2014,ATL
5,Roddy White,WR,2014,ATL
6,Levine Toilolo,TE,2014,ATL
1,Joe Flacco,QB,2014,BAL
2,Justin Forsett,RB,2014,BAL
3,Kyle Juszczyk,RB,2014,BAL
4,Steve Smith ,WR,2014,BAL
5,Torrey Smith,WR,2014,BAL
6,Owen Daniels,TE,2014,BAL
1,Kyle Orton,QB,2014,BUF
2,Fred Jackson,RB,2014,BUF
3,Frank Summers,RB,2014,BUF
4,Sammy Watkins,WR,2014,BUF
5,Robert Woods,WR,2014,BUF
6,Lee Smith,TE,2014,BUF
1,Cam Newton,QB,2014,CAR
2,Jonathan Stewart,RB,2014,CAR
3,Kelvin Benjamin,WR,2014,CAR
4,Jerricho Cotchery,WR,2014,CAR
5,Ed Dickson,TE,2014,CAR
6,Greg Olsen,TE,2014,CAR
1,Jay Cutler,QB,2014,CHI
2,Matt Forte,RB,2014,CHI
3,Alshon Jeffery,WR,2014,CHI
4,Brandon Marshall,WR,2014,CHI
5,Josh Morgan,WR,2014,CHI
6,Martellus Bennett,TE,2014,CHI
1,Andy Dalton,QB,2014,CIN
2,Giovani Bernard,RB,2014,CIN
3,AJ Green,WR,2014,CIN
4,Mohamed Sanu,WR,2014,CIN
5,Jermaine Gresham,TE,2014,CIN
6,Ryan Hewitt,TE,2014,CIN
1,Brian Hoyer,QB,2014,CLE
2,Ray Agnew,RB,2014,CLE
3,Terrance West,RB,2014,CLE
4,Miles Austin,WR,2014,CLE
5,Andrew Hawkins,WR,2014,CLE
6,Jordan Cameron,TE,2014,CLE
1,Tony Romo,QB,2014,DAL
2,DeMarco Murray,RB,2014,DAL
3,Dez Bryant,WR,2014,DAL
4,Terrance Williams,WR,2014,DAL
5,James Hanna,TE,2014,DAL
6,Jason Witten,TE,2014,DAL
1,Peyton Manning,QB,2014,DEN
2,CJ Anderson,RB,2014,DEN
3,Emmanuel Sanders,WR,2014,DEN
4,Demaryius Thomas,WR,2014,DEN
5,Virgil Green,TE,2014,DEN
6,Julius Thomas,TE,2014,DEN
1,Matthew Stafford,QB,2014,DET
2,Reggie Bush,RB,2014,DET
3,Calvin Johnson,WR,2014,DET
4,Jeremy Ross,WR,2014,DET
5,Golden Tate,WR,2014,DET
6,Brandon Pettigrew,TE,2014,DET
1,Aaron Rodgers,QB,2014,GNB
2,Eddie Lacy,RB,2014,GNB
3,Davante Adams,WR,2014,GNB
4,Randall Cobb,WR,2014,GNB
5,Jordy Nelson,WR,2014,GNB
6,Andrew Quarless,TE,2014,GNB
1,Andrew Luck,QB,2014,IND
2,Trent Richardson,RB,2014,IND
3,TY Hilton,WR,2014,IND
4,Reggie Wayne,WR,2014,IND
5,Dwayne Allen,TE,2014,IND
6,Coby Fleener,TE,2014,IND
1,Blake Bortles,QB,2014,JAX
2,Denard Robinson,RB,2014,JAX
3,Allen Hurns,WR,2014,JAX
4,Marqise Lee,WR,2014,JAX
5,Cecil Shorts,WR,2014,JAX
6,Marcedes Lewis,TE,2014,JAX
1,Alex Smith,QB,2014,KAN
2,Jamaal Charles,RB,2014,KAN
3,Anthony Sherman,RB,2014,KAN
4,Dwayne Bowe,WR,2014,KAN
5,Anthony Fasano,TE,2014,KAN
6,Travis Kelce,TE,2014,KAN
1,Derek Carr,QB,2014,LVR
2,Darren McFadden,RB,2014,LVR
3,Marcel Reece,RB,2014,LVR
4,Andre Holmes,WR,2014,LVR
5,James Jones,WR,2014,LVR
6,Mychal Rivera,TE,2014,LVR
1,Philip Rivers,QB,2014,LAC
2,Branden Oliver,RB,2014,LAC
3,Keenan Allen,WR,2014,LAC
4,Malcom Floyd,WR,2014,LAC
5,Eddie Royal,WR,2014,LAC
6,Antonio Gates,TE,2014,LAC
1,Austin Davis,QB,2014,LAR
2,Cory Harkey,RB,2014,LAR
3,Tre Mason,RB,2014,LAR
4,Tavon Austin,WR,2014,LAR
5,Kenny Britt,WR,2014,LAR
6,Lance Kendricks,TE,2014,LAR
1,Ryan Tannehill,QB,2014,MIA
2,Lamar Miller,RB,2014,MIA
3,Brian Hartline,WR,2014,MIA
4,Jarvis Landry,WR,2014,MIA
5,Mike Wallace,WR,2014,MIA
6,Charles Clay,TE,2014,MIA
1,Teddy Bridgewater,QB,2014,MIN
2,Matt Asiata,RB,2014,MIN
3,Greg Jennings,WR,2014,MIN
4,Cordarrelle Patterson,WR,2014,MIN
5,Rhett Ellison,TE,2014,MIN
6,Kyle Rudolph,TE,2014,MIN
1,Tom Brady,QB,2014,NWE
2,Shane Vereen,RB,2014,NWE
3,Julian Edelman,WR,2014,NWE
4,Brandon LaFell,WR,2014,NWE
5,Rob Gronkowski,TE,2014,NWE
6,Michael Hoomanawanui,TE,2014,NWE
1,Drew Brees,QB,2014,NOR
2,Mark Ingram,RB,2014,NOR
3,Marques Colston,WR,2014,NOR
4,Brandin Cooks,WR,2014,NOR
5,Jimmy Graham,TE,2014,NOR
6,Ben Watson,TE,2014,NOR
1,Eli Manning,QB,2014,NYG
2,Rashad Jennings,RB,2014,NYG
3,Odell Beckham ,WR,2014,NYG
4,Rueben Randle,WR,2014,NYG
5,Larry Donnell,TE,2014,NYG
6,Daniel Fells,TE,2014,NYG
1,Geno Smith,QB,2014,NYJ
2,Chris Ivory,RB,2014,NYJ
3,Eric Decker,WR,2014,NYJ
4,Percy Harvin,WR,2014,NYJ
5,Jeremy Kerley,WR,2014,NYJ
6,Jeff Cumberland,TE,2014,NYJ
1,Nick Foles,QB,2014,PHI
2,LeSean McCoy,RB,2014,PHI
3,Riley Cooper,WR,2014,PHI
4,Jeremy Maclin,WR,2014,PHI
5,Jordan Matthews,WR,2014,PHI
